Assay,Taxon,Name,Amp
CMCP_5,Telestes karsticus,ON866753.1_Telestes_karsticus_haplotype_KARn3_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.182
CMCP_5,Squalius illyricus,OP728012.1_Squalius_illyricus_isolate_SQIL1_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.182
CMCP_5,Yuriria alta,NC_031566.1_Yuriria_alta_mitochondrial_DNA_complete_genome,0.181
CMCP_5,Telestes croaticus,ON866742.1_Telestes_croaticus_haplotype_CROn3_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.181
CMCP_5,Telestes souffia,MG806721.1_Telestes_souffia_isolate_E12_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.181
CMCP_5,Squalius valentinus,MT008490.1_Squalius_valentinus_voucher_MNCN:AT12578_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.181
CMCP_5,Squalius alburnoides,DQ263233.1_Squalius_alburnoides_isolate_ALBG43B_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.181
CMCP_5,Squalius pyrenaicus,OP728011.1_Squalius_pyrenaicus_isolate_SQPY7P_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.181
CMCP_5,Yaoshanicus arcus,NC_015540.1_Yaoshanicus_arcus_mitochondrion_complete_genome,0.177
CMCP_5,Tanakia tanago,NC_027665.1_Tanakia_tanago_mitochondrion_complete_genome,0.176
CMCP_5,Squalidus wolterstorffi,NC_022190.1_Squalidus_wolterstorffi_mitochondrion_complete_genome,0.175
CMCP_5,Squalius torgalensis,OP728007.1_Squalius_torgalensis_isolate_SQTO1_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.175
CMCP_5,Rutilus rutilus,KF056855.1_UNVERIFIED:_Rutilus_rutilus_caspicus_haplotype_13_cytochrome_b-like_gene_partial_sequence_mitochondrial,0.174
CMCP_5,Toxabramis houdemeri,NC_029348.1_Toxabramis_houdemeri_mitochondrion_complete_genome,0.173
CMCP_5,Squalidus chankaensis,NC_050647.1_Squalidus_chankaensis_mitochondrion_complete_genome,0.173
CMCP_5,Arabibarbus grypus,ON921341.1_UNVERIFIED:_Arabibarbus_grypus_isolate_Seq_H5_mitochondrion_sequence,0.173
CMCP_5,Squalius keadicus,MG806703.1_Squalius_keadicus_isolate_F1156_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.172
CMCP_5,Squalius pursakensis,OP728016.1_Squalius_pursakensis_isolate_SQPU15_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.171
CMCP_5,Squaliobarbus curriculus,KP769816.1_UNVERIFIED:_Squaliobarbus_curriculus_mitochondrion_sequence,0.17
CMCP_5,Telestes fontinalis,ON866745.1_Telestes_fontinalis_haplotype_FONn3_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.169
CMCP_5,Telestes karsticus,JN188376.1_UNVERIFIED:_Telestes_karsticus_haplotype_KAR6_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochondrial,0.168
CMCP_5,Squalidus japonicus,LC633691.1_Squalidus_japonicus_japonicus_IDEA_Fish256_mitochondrial_cytb_gene_for_cytochrome_b_partial_cds,0.167
CMCP_5,Squalidus nitens,NC_068864.1_Squalidus_nitens_mitochondrion_complete_genome,0.165
CMCP_5,Squalidus iijimae,NC_065982.1_Squalidus_iijimae_mitochondrion_complete_genome,0.165
CMCP_5,Squalius albus,AY549460.1_Squalius_albus_voucher_IZW_Cyp36_cytochrome_b_gene_partial_cds_mitochondrial,0.164
CMCP_5,Xenocypris argentea,HM224310.1_Xenocypris_argentea_isolate_CTOL03277_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.162
CMCP_5,Varicorhinus jubae,JN887035.1_Varicorhinus_jubae_haplotype_44_cytochrome_b_(cytb)_gene_complete_cds_mitochondrial,0.161
CMCP_5,Pimephales notatus,KU856889.1_UNVERIFIED:_Pimephales_notatus_voucher_SLUM:4216.01_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochondrial,0.158
CMCP_5,Squalidus argentatus,NC_023336.1_Squalidus_argentatus_mitochondrion_complete_genome,0.156
CMCP_5,Squalidus mantschuricus,NC_051940.1_Squalidus_mantschuricus_mitochondrion_complete_genome,0.156
CMCP_5,Schizothorax plagiostomus,KR232371.1_UNVERIFIED:_Schizothorax_plagiostomus_isolate_SP09/AJK/2014_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochond,0.154
CMCP_5,Cyclocheilichthys apogon,KT149722.1_UNVERIFIED:_Cyclocheilichthys_apogon_voucher_AK12-008_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochondrial,0.153
CMCP_5,Gymnocypris potanini,KX424966.1_UNVERIFIED:_Gymnocypris_potanini_mitochondrion_sequence,0.152
CMCP_5,Squalius castellanus,MT008487.1_Squalius_castellanus_voucher_MNCN:AT21126_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.15
CMCP_5,Carasobarbus luteus,MW725240.1_UNVERIFIED:_Carasobarbus_luteus_isolate_H5_cytochrome_b-like_gene_partial_sequence_mitochondrial,0.149
CMCP_5,Varicorhinus maroccanus,NC_031528.1_Varicorhinus_maroccanus_mitochondrial_DNA_complete_genome,0.147
CMCP_5,Tanakia koreensis,OQ862324.1_Tanakia_koreensis_mitochondrion_complete_genome,0.146
CMCP_5,Tanakia latimarginata,NC_039820.1_Tanakia_latimarginata_mitochondrion_complete_genome,0.146
CMCP_5,Sarcocheilichthys hainanensis,KF765805.1_UNVERIFIED:_Sarcocheilichthys_hainanensis_mitochondrion_sequence,0.146
CMCP_5,Tribolodon brandtii,NC_018819.1_Tribolodon_brandtii_mitochondrion_complete_genome,0.146
CMCP_5,Tanakia limbata,LC647041.1_Tanakia_limbata_x_Rhodeus_atremius_atremius_mitochondrial_cytb_gene_for_cytochrome_b_partial_cds_haplotype:_AT7,0.146
CMCP_5,Anabarilius grahami,MF370204.1_UNVERIFIED:_Anabarilius_grahami_mitochondrion_complete_genome,0.145
CMCP_5,Squaliobarbus curriculus,NC_020467.1_Squaliobarbus_curriculus_x_Ctenopharyngodon_idella_mitochondrion_complete_genome,0.145
CMCP_5,Siphateles bicolor,NC_066943.1_Siphateles_bicolor_mitochondrion_complete_genome,0.145
CMCP_5,Tanichthys albonubes,OM777186.1_Tanichthys_albonubes_haplotype_GSX4_cytochrome_b_(CYTB)_gene_partial_cds_mitochondrial,0.145
CMCP_5,Xenocyprioides carinatus,AF036201.1_Xenocyprioides_carinatus_cytochrome_b_(cytb)_gene_mitochondrial_gene_encoding_mitochondrial_product_partial_cds,0.144
CMCP_5,Abbottina liaoningensis,KU314691.1_UNVERIFIED:_Abbottina_liaoningensis_mitochondrion_sequence,0.142
CMCP_5,Zacco platypus,NC_023105.1_Zacco_platypus_mitochondrion_complete_genome,0.14
CMCP_5,Xenophysogobio nudicorpa,NC_025300.1_Xenophysogobio_nudicorpa_mitochondrion_complete_genome,0.14
CMCP_5,Tribolodon hakonensis,NC_018820.1_Tribolodon_hakonensis_mitochondrion_complete_genome,0.14
CMCP_5,Snyderichthys copei,AF270914.1_Snyderichthys_copei_isolate_EF3_cytochrome_b_(Cyt_b)_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.14
CMCP_5,Squalius pamvoticus,OP728018.1_Squalius_pamvoticus_isolate_SQPA6_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.139
CMCP_5,Tribolodon nakamurai,NC_008651.1_Tribolodon_nakamurai_mitochondrion_complete_genome,0.133
CMCP_5,Tribolodon sachalinensis,NC_018821.1_Tribolodon_sachalinensis_mitochondrion_complete_genome,0.132
CMCP_5,Opsaridium microlepis,KT428894.1_UNVERIFIED:_Opsaridium_microlepis_mitochondrion_sequence,0.131
CMCP_5,Sundadanio axelrodi,AP011431.1_Sundadanio_axelrodi_blue_mitochondrial_DNA_complete_genome,0.131
CMCP_5,Squalidus gracilis,NC_024561.1_Squalidus_gracilis_mitochondrion_complete_genome,0.131
CMCP_5,Systomus pleurotaenia,MT732701.1_Systomus_pleurotaenia_voucher_DZ4486_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.129
CMCP_5,Notropis maculatus,HQ158113.1_UNVERIFIED:_Notropis_maculatus_voucher_FLMNH_2008-1063_cytochrome_b-like_(Cytb)_gene_complete_sequence_mitochondrial,0.129
CMCP_5,Xenocyprioides parvulus,AF036207.1_Xenocyprioides_parvulus_cytochrome_b_(cytb)_gene_mitochondrial_gene_encoding_mitochondrial_product_partial_cds,0.128
CMCP_5,Tanichthys micagemmae,NC_031631.1_Tanichthys_micagemmae_mitochondrial_DNA_complete_genome,0.124
CMCP_5,Leuciscus idus,KF913024.1_UNVERIFIED:_Leuciscus_idus_mitochondrion_sequence,0.122
CMCP_5,Telestes ukliva,MG806722.1_Telestes_ukliva_isolate_Cet52_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.12
CMCP_5,Squalius aphipsi,HM560178.1_Squalius_aphipsi_voucher_MNCN_AT5248_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.119
CMCP_5,Thynnichthys thynnoides,NC_031609.1_Thynnichthys_thynnoides_mitochondrial_DNA_complete_genome,0.118
CMCP_5,Xenophysogobio boulengeri,NC_024574.1_Xenophysogobio_boulengeri_mitochondrion_complete_genome,0.117
CMCP_5,Squalius malacitanus,HM560192.1_Squalius_malacitanus_voucher_MNCN_AT1840_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.116
CMCP_5,Tiaroga cobitis,MT364327.1_Tiaroga_cobitis_mitochondrion_complete_genome,0.115
CMCP_5,Trigonostigma espei,NC_015535.1_Trigonostigma_espei_mitochondrion_complete_genome,0.114
CMCP_5,Trigonostigma hengeli,HM224353.1_Trigonostigma_hengeli_isolate_CTOL01726_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.111
CMCP_5,Xenocypris dividi,AF036204.1_Xenocypris_dividi_haplotype_3_cytochrome_b_(cytb)_gene_mitochondrial_gene_encoding_mitochondrial_product_partial_cds,0.109
CMCP_5,Squalius orientalis,HM560196.1_Squalius_orientalis_voucher_MNCN_63MO_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.109
CMCP_5,Squalius turcicus,OQ797987.1_Squalius_turcicus_isolate_SQCEIR3_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.109
CMCP_5,Telestes polylepis,JN188380.1_Telestes_polylepis_haplotype_POL4_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.107
CMCP_5,Toxabramis swinhonis,NC_029249.1_Toxabramis_swinhonis_mitochondrion_complete_genome,0.106
CMCP_5,Zacco temminckii,EF452750.1_Zacco_temminckii_isolate_CTOL605_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.106
CMCP_5,Xenocypris hupeinensis,MH797102.1_Xenocypris_hupeinensis_isolate_CY158_cytochrome_b_(cyt_b)_gene_partial_cds_mitochondrial,0.106
CMCP_5,Zacco sieboldii,NC_008653.1_Zacco_sieboldii_mitochondrion_complete_genome,0.105
CMCP_5,Xenocypris yunnanensis,NC_035954.1_Xenocypris_yunnanensis_mitochondrion_complete_genome,0.104
CMCP_5,Xenocypris microlepis,AF036206.1_Xenocypris_microlepis_cytochrome_b_(cytb)_gene_mitochondrial_gene_encoding_mitochondrial_product_partial_cds,0.104
CMCP_5,Xenocypris davidi,OQ599732.1_Xenocypris_davidi_isolate_Balidian32_cytochrome_b_(CYTB)_gene_partial_cds_mitochondrial,0.104
CMCP_5,Systomus martenstyni,MT732706.1_Systomus_martenstyni_voucher_DZ3499_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.103
CMCP_5,Tinca tinca,OR263624.1_Tinca_tinca_isolate_CES-076_mitochondrion_complete_genome,0.097
CMCP_5,Tanakia himantegus,NC_027084.1_Tanakia_himantegus_mitochondrion_complete_genome,0.097
CMCP_5,Tinca tinca,Y10451.1_T.tinca_mitochondrial_gene_encoding_cytochrome_b,0.097
CMCP_5,Nipponocypris temminckii,KM213515.1_UNVERIFIED:_Nipponocypris_temminckii_mitochondrion_sequence,0.095
CMCP_5,Systomus tetrazona,KC631298.1_Systomus_tetrazona_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.095
CMCP_5,Siphateles alvordensis,NC_060660.1_Siphateles_alvordensis_voucher_OS:2011-IC-011-1981_mitochondrion_complete_genome,0.094
CMCP_5,Siphateles boraxobius,NC_066714.1_Siphateles_boraxobius_voucher_OS_2009-IC-003_18057_mitochondrion_complete_genome,0.094
CMCP_5,Osteochilus spilurus,MZ146885.1_UNVERIFIED:_Osteochilus_spilurus_isolate_PKY05_cytochrome_b-like_(Cyt_b)_gene_partial_sequence_mitochondrial,0.094
CMCP_5,Zacco pachycephalus,AY958190.1_Zacco_pachycephalus_isolate_ZPA01_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.092
CMCP_5,Thynnichthys polylepis,NC_022952.1_Thynnichthys_polylepis_mitochondrial_DNA_complete_genome,0.088
CMCP_5,Semotilus atromaculatus,MH054052.1_UNVERIFIED:_Semotilus_atromaculatus_isolate_PA88a_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochondrial,0.087
