Assay,Taxon,Name,Amp
CMCP_4,Unspecified,Sarcocheilichthys czerskii,0.143
CMCP_4,Unspecified,Rasbora lacrimula,0.143
CMCP_4,Unspecified,Schizothorax pseudoaksaiensis,0.143
CMCP_4,Unspecified,Schizothorax argentatus,0.143
CMCP_4,Unspecified,Schizothorax lantsangensis,0.143
CMCP_4,Unspecified,Sinocyclocheilus xichouensis,0.142
CMCP_4,Unspecified,Sinocyclocheilus macrocephalus,0.142
CMCP_4,Unspecified,Sinocyclocheilus malacopterus,0.142
CMCP_4,Unspecified,Sinocyclocheilus flexuosdorsalis,0.142
CMCP_4,Unspecified,Sinocyclocheilus brevibarbatus,0.142
CMCP_4,Unspecified,Rasbora kottelati,0.142
CMCP_4,Unspecified,Puntius sahyadriensis,0.142
CMCP_4,Unspecified,Scaphognathops bandanensis,0.142
CMCP_4,Unspecified,Sinocyclocheilus altishoulderus,0.142
CMCP_4,Unspecified,Rasbora sarawakensis,0.141
CMCP_4,Unspecified,Rasbora trilineata,0.141
CMCP_4,Unspecified,Schizopygopsis stoliczkai,0.141
CMCP_4,Unspecified,Sinocyclocheilus bicornutus,0.141
CMCP_4,Unspecified,Schizothorax eurystomus,0.141
CMCP_4,Unspecified,Saurogobio xiangjiangensis,0.141
CMCP_4,Unspecified,Pteronotropis welaka,0.14
CMCP_4,Unspecified,Pseudophoxinus punicus,0.14
CMCP_4,Unspecified,Rostrogobio liaohensis,0.14
CMCP_4,Unspecified,Schizopyge gongshanensis,0.14
CMCP_4,Unspecified,Schizothorax gongshanensis,0.14
CMCP_4,Unspecified,Schizothorax nukiangensis,0.14
CMCP_4,Unspecified,Platygobio gracilis,0.14
CMCP_4,Unspecified,Rhinichthys falcatus,0.14
CMCP_4,Unspecified,Puntius conchonius,0.139
CMCP_4,Unspecified,Sarcocheilichthys lacustris,0.139
CMCP_4,Unspecified,Sarcocheilichthys sinensis,0.139
CMCP_4,Unspecified,Plagopterus argentissimus,0.138
CMCP_4,Unspecified,Richardsonius balteatus,0.138
CMCP_4,Unspecified,Saurogobio xiangjiangenesis,0.137
CMCP_4,Unspecified,Raiamas guttatus,0.137
CMCP_4,Unspecified,Puntius tetrazona,0.137
CMCP_4,Unspecified,Rasbora vaillantii,0.137
CMCP_4,Unspecified,Schizopyge niger,0.137
CMCP_4,Unspecified,Schizothorax grahami,0.137
CMCP_4,Unspecified,Pseudophoxinus handlirschi,0.136
CMCP_4,Unspecified,Sinocyclocheilus cyphotergous,0.136
CMCP_4,Unspecified,Sinocyclocheilus multipunctatus,0.136
CMCP_4,Unspecified,Saurogobio gracilicaudatus,0.136
CMCP_4,Unspecified,Rhynchocypris lagowskii,0.136
CMCP_4,Unspecified,Rasbora naggsi,0.135
CMCP_4,Unspecified,Pseudobarbus asper,0.135
CMCP_4,Unspecified,Scardinius scardafa,0.134
CMCP_4,Unspecified,Sinocyclocheilus aquihornes,0.134
CMCP_4,Unspecified,Rasbora rutteni,0.134
CMCP_4,Unspecified,Sarcocheilichthys caobangensis,0.134
CMCP_4,Unspecified,Rasbora paucisqualis,0.133
CMCP_4,Unspecified,Saurogobio immaculatus,0.133
CMCP_4,Unspecified,Rasbora armitagei,0.132
CMCP_4,Unspecified,Pseudophoxinus crassus,0.132
CMCP_4,Unspecified,Saurogobio lissilabris,0.132
CMCP_4,Unspecified,Sarcocheilichthys nigripinnis,0.132
CMCP_4,Unspecified,Sarcocheilichthys variegatus,0.132
CMCP_4,Unspecified,Rasbora kalochroma,0.131
CMCP_4,Unspecified,Rhodeus amarus,0.131
CMCP_4,Unspecified,Romanogobio parvus,0.13
CMCP_4,Unspecified,Puntius hexazona,0.13
CMCP_4,Unspecified,Rhodeus ocellatus,0.13
CMCP_4,Unspecified,REMOVE,0.13
CMCP_4,Unspecified,Semotilus thoreauianus,0.13
CMCP_4,Unspecified,Rasbora cephalotaenia,0.13
CMCP_4,Unspecified,Rasbora jacobsoni,0.13
CMCP_4,Unspecified,Romanogobio ciscaucasicus,0.13
CMCP_4,Unspecified,Rhodeus sericeus,0.13
CMCP_4,Unspecified,Raiamas batesii,0.129
CMCP_4,Unspecified,Rhinichthys osculus,0.129
CMCP_4,Unspecified,Rutilus rubilio,0.129
CMCP_4,Unspecified,Pseudophoxinus beoticus,0.129
CMCP_4,Unspecified,Saurogobio dabryi,0.129
CMCP_4,Unspecified,Ptychocheilus oregonensis,0.129
CMCP_4,Unspecified,Pseudolaubuca engraulis,0.129
CMCP_4,Unspecified,Rhodeus spinalis,0.128
CMCP_4,Unspecified,Rhynchocypris czekanowskii,0.128
CMCP_4,Unspecified,Pseudogyrinocheilus prochilus,0.128
CMCP_4,Unspecified,Saurogobio dumerili,0.128
CMCP_4,Unspecified,Rhinichthys evermanni,0.128
CMCP_4,Unspecified,Schizopygopsis younghusbandi,0.127
CMCP_4,Unspecified,Raiamas bola,0.127
CMCP_4,Unspecified,Rhodeus atremius,0.127
CMCP_4,Unspecified,Pseudophoxinus battalgilae,0.127
CMCP_4,Unspecified,Pseudophoxinus battalgili,0.127
CMCP_4,Unspecified,Pseudophoxinus alii,0.127
CMCP_4,Unspecified,Pseudophoxinus antalyae,0.127
CMCP_4,Unspecified,Rhodeus albomarginatus,0.127
CMCP_4,Unspecified,Sahyadria denisonii,0.127
CMCP_4,Unspecified,Schizopygopsis thermalis,0.127
CMCP_4,Unspecified,Rhynchocypris kumgangensis,0.127
CMCP_4,Unspecified,Pteronotropis euryzonus,0.126
CMCP_4,Unspecified,Pteronotropis metallicus,0.126
CMCP_4,Unspecified,Rasbora maninjau,0.126
CMCP_4,Unspecified,Pimephales tenellus,0.126
CMCP_4,Unspecified,Rhinichthys cataractae,0.126
CMCP_4,Unspecified,Ptychocheilus umpquae,0.126
CMCP_4,Unspecified,Puntius titteya,0.125
CMCP_4,Unspecified,Pteronotropis grandipinnis,0.125
CMCP_4,Unspecified,Scardinius dergle,0.125
CMCP_4,Unspecified,Pteronotropis hypselopterus,0.125
CMCP_4,Unspecified,Rastrineobola argentea,0.124
CMCP_4,Unspecified,Sinocyclocheilus maitianheensis,0.124
CMCP_4,Unspecified,Sinocyclocheilus maculatus,0.124
CMCP_4,Unspecified,Sinocyclocheilus xunlensis,0.124
CMCP_4,Unspecified,Rasbora brittani,0.124
CMCP_4,Unspecified,Scardinius plotizza,0.124
CMCP_4,Unspecified,Rhodeus notatus,0.124
CMCP_4,Unspecified,Sinocyclocheilus anophthalmus,0.124
CMCP_4,Unspecified,Romanogobio tenuicorpus,0.124
CMCP_4,Unspecified,Ptychocheilus lucius,0.124
CMCP_4,Unspecified,Rhodeus lighti,0.124
CMCP_4,Unspecified,Sinocyclocheilus macrophthalmus,0.123
CMCP_4,Unspecified,Poropuntius krempfi,0.123
CMCP_4,Unspecified,Rhodeus meridionalis,0.123
CMCP_4,Unspecified,Pteronotropis merlini,0.123
CMCP_4,Unspecified,Romanogobio kesslerii,0.123
CMCP_4,Unspecified,Puntius chalakkudiensis,0.123
CMCP_4,Unspecified,Sinocyclocheilus anshuiensis,0.123
CMCP_4,Unspecified,Semotilus corporalis,0.123
CMCP_4,Unspecified,Puntius chelynoides,0.122
CMCP_4,Unspecified,Romanogobio albipinnatus,0.122
CMCP_4,Unspecified,Puntius everetti,0.122
CMCP_4,Unspecified,Sinocyclocheilus brevifinus,0.122
CMCP_4,Unspecified,Sinocyclocheilus huangtianensis,0.122
CMCP_4,Unspecified,REMOVE,0.122
CMCP_4,Unspecified,Scardinius elmaliensis,0.122
CMCP_4,Unspecified,Rasbora kalbarensis,0.122
CMCP_4,Unspecified,Rasbora bankanensis,0.122
CMCP_4,Unspecified,Rasbora patrickyapi,0.122
CMCP_4,Unspecified,Platysmacheilus nudiventris,0.122
CMCP_4,Unspecified,Scardinius erythrophthalmus,0.122
CMCP_4,Unspecified,Sarcocheilichthys davidi,0.122
CMCP_4,Unspecified,Rhodeus sinensis,0.122
CMCP_4,Unspecified,Puntius oligolepis,0.121
CMCP_4,Unspecified,Probarbus labeaminor,0.121
CMCP_4,Unspecified,Poropuntius laoensis,0.121
CMCP_4,Unspecified,Scardinius graecus,0.121
CMCP_4,Unspecified,Rasbora elegans,0.121
CMCP_4,Unspecified,Probarbus jullieni,0.121
CMCP_4,Unspecified,Sinocyclocheilus liboensis,0.121
CMCP_4,Unspecified,Sinocyclocheilus angularis,0.121
CMCP_4,Unspecified,Pseudaspius leptocephalus,0.121
CMCP_4,Unspecified,Pseudobarbus senticeps,0.12
CMCP_4,Unspecified,Sinocyclocheilus qiubeinsis,0.12
CMCP_4,Unspecified,Sinocyclocheilus yimenensis,0.12
CMCP_4,Unspecified,Sinocyclocheilus hyalinus,0.12
CMCP_4,Unspecified,Sinocyclocheilus jiuxuensis,0.12
CMCP_4,Unspecified,Sinocyclocheilus mashanensis,0.12
CMCP_4,Unspecified,Sinocyclocheilus gracilicaudatus,0.12
CMCP_4,Unspecified,Sinocyclocheilus hugeibarbus,0.12
CMCP_4,Unspecified,Poropuntius opisthoptera,0.12
CMCP_4,Unspecified,Poropuntius opisthopterus,0.12
CMCP_4,Unspecified,Rhynchocypris percnurus,0.12
CMCP_4,Unspecified,Rhinogobio hunanensis,0.12
CMCP_4,Unspecified,Raiamas buchholzi,0.12
CMCP_4,Unspecified,Rasbora semilineata,0.12
CMCP_4,Unspecified,Poropuntius bantamensis,0.12
CMCP_4,Unspecified,Sinocyclocheilus lingyunensis,0.12
CMCP_4,Unspecified,Sinocyclocheilus longibarbatus,0.12
CMCP_4,Unspecified,Sinocyclocheilus jii,0.12
CMCP_4,Unspecified,Sinocyclocheilus grahami,0.12
CMCP_4,Unspecified,Sinocyclocheilus huizeensis,0.12
CMCP_4,Unspecified,Sinocyclocheilus tingi,0.12
CMCP_4,Unspecified,Scaphiodonichthys acanthopterus,0.12
CMCP_4,Unspecified,Pseudohemiculter hainanensis,0.12
CMCP_4,Unspecified,Pseudaspius hakonensis,0.119
CMCP_4,Unspecified,Sinocyclocheilus yangzongensis,0.119
CMCP_4,Unspecified,Sinocyclocheilus yishanensis,0.119
CMCP_4,Unspecified,Rhodeus laoensis,0.119
CMCP_4,Unspecified,Pseudolaubuca sinensis,0.119
CMCP_4,Unspecified,Romanogobio benacensis,0.119
CMCP_4,Unspecified,Salmophasia bacaila,0.118
CMCP_4,Unspecified,Rhynchocypris jouyi,0.118
CMCP_4,Unspecified,Pseudophoxinus anatolicus,0.118
CMCP_4,Unspecified,Rasbora borneensis,0.118
CMCP_4,Unspecified,Rasbora atridorsalis,0.118
CMCP_4,Unspecified,Rasbora subtilis,0.118
CMCP_4,Unspecified,Poropuntius huangchuchieni,0.118
CMCP_4,Unspecified,Sinocrossocheilus labiata,0.118
CMCP_4,Unspecified,Sinocrossocheilus labiatus,0.118
CMCP_4,Unspecified,Sinocyclocheilus wumengshanensis,0.118
CMCP_4,Unspecified,Saurogobio gymnocheilus,0.118
CMCP_4,Unspecified,Pungtungia herzi,0.118
CMCP_4,Unspecified,Schizothorax macropogon,0.117
CMCP_4,Unspecified,Qianlabeo striatus,0.117
CMCP_4,Unspecified,Sinocyclocheilus macrolepis,0.117
CMCP_4,Unspecified,Sinocyclocheilus huanjiangensis,0.117
CMCP_4,Unspecified,Puntius jerdoni,0.117
CMCP_4,Unspecified,Poropuntius carinatus,0.117
CMCP_4,Unspecified,Poropuntius bolovenensis,0.117
CMCP_4,Unspecified,Poropuntius lobocheiloides,0.117
CMCP_4,Unspecified,Poropuntius solitus,0.117
CMCP_4,Unspecified,Puntius fasciatus,0.117
CMCP_4,Unspecified,Rasbora arundinata,0.117
CMCP_4,Unspecified,Puntioplites proctozystron,0.117
CMCP_4,Unspecified,Poropuntius scapanognathus,0.117
CMCP_4,Unspecified,Poropuntius normani,0.117
CMCP_4,Unspecified,Raiamas salmolucius,0.116
CMCP_4,Unspecified,Pseudobarbus afer,0.116
CMCP_4,Unspecified,Pseudobarbus burchelli,0.116
CMCP_4,Unspecified,Ptychobarbus dipogon,0.116
CMCP_4,Unspecified,Schizopygopsis chengi,0.116
CMCP_4,Unspecified,Puntius kelumi,0.116
CMCP_4,Unspecified,Schizothorax curvilabiatus,0.116
CMCP_4,Unspecified,Sinocyclocheilus brevis,0.116
CMCP_4,Unspecified,REMOVE,0.116
CMCP_4,Unspecified,Rhodeus fangi,0.116
CMCP_4,Unspecified,Raiamas senegalensis,0.116
CMCP_4,Unspecified,Rasbora steineri,0.116
CMCP_4,Unspecified,Rasbora hobelmani,0.116
CMCP_4,Unspecified,Rasbora volzii,0.116
CMCP_4,Unspecified,Schizopygopsis pylzovi,0.116
CMCP_4,Unspecified,Sinocyclocheilus angustiporus,0.116
CMCP_4,Unspecified,Rhinogobio cylindricus,0.116
CMCP_4,Unspecified,Pseudohemiculter dispar,0.116
CMCP_4,Unspecified,Sarcocheilichthys parvus,0.116
CMCP_4,Unspecified,Schizothorax meridionalis,0.115
CMCP_4,Unspecified,Schizothorax rotundimaxillaris,0.115
CMCP_4,Unspecified,Schizothorax molesworthi,0.115
CMCP_4,Unspecified,Schizothorax malacanthus,0.115
CMCP_4,Unspecified,Sinocrossocheilus megalophthalmus,0.115
CMCP_4,Unspecified,Sinocyclocheilus guilinensis,0.115
CMCP_4,Unspecified,Puntioplites falcifer,0.115
CMCP_4,Unspecified,Pseudobarbus phlegethon,0.115
CMCP_4,Unspecified,Puntius lateristriga,0.115
CMCP_4,Unspecified,Puntius lineatus,0.115
CMCP_4,Unspecified,Rasbora trifasciata,0.115
CMCP_4,Unspecified,Rasbora tuberculata,0.115
CMCP_4,Unspecified,Rasbora pauciperforata,0.115
CMCP_4,Unspecified,Prolixicheilus longisulcus,0.115
CMCP_4,Unspecified,Schizothorax integrilabiatus,0.115
CMCP_4,Unspecified,Schizothorax plagiostomus,0.115
CMCP_4,Unspecified,Scaphiodonichthys burmanicus,0.115
CMCP_4,Unspecified,Pseudogobio vaillanti,0.115
CMCP_4,Unspecified,Plagiognathops microlepis,0.115
CMCP_4,Unspecified,Romanogobio belingi,0.114
CMCP_4,Unspecified,Romanogobio vladykovi,0.114
CMCP_4,Unspecified,Puntioplites bulu,0.114
CMCP_4,Unspecified,Schizothorax dulongensis,0.114
CMCP_4,Unspecified,Schizothorax yunnanensis,0.114
CMCP_4,Unspecified,Pseudobarbus tenuis,0.114
CMCP_4,Unspecified,Scardinius knezevici,0.114
CMCP_4,Unspecified,Rasbora myersi,0.114
CMCP_4,Unspecified,Sawbwa resplendens,0.114
CMCP_4,Unspecified,Rectoris luxiensis,0.114
CMCP_4,Unspecified,Schizothorax chongi,0.114
CMCP_4,Unspecified,Schizothorax kozlovi,0.114
CMCP_4,Unspecified,Schizothorax davidi,0.114
CMCP_4,Unspecified,Schizothorax sinensis,0.114
CMCP_4,Unspecified,Schizothorax dolichonema,0.114
CMCP_4,Unspecified,Schizothorax lissolabiatus,0.114
CMCP_4,Unspecified,Schizothorax prenanti,0.114
CMCP_4,Unspecified,Schizothorax griseus,0.114
CMCP_4,Unspecified,Schismatorhynchos nukta,0.114
CMCP_4,Unspecified,Rasboroides vaterifloris,0.113
CMCP_4,Unspecified,Pseudobarbus verloreni,0.113
CMCP_4,Unspecified,Ptychobarbus conirostris,0.113
CMCP_4,Unspecified,Rasbora dorsiocellata,0.113
CMCP_4,Unspecified,Puntius phutunio,0.113
CMCP_4,Unspecified,Pseudophoxinus minutus,0.113
CMCP_4,Unspecified,Pseudophoxinus maeandri,0.113
CMCP_4,Unspecified,Pseudophoxinus ninae,0.113
CMCP_4,Unspecified,Ptychobarbus chungtienensis,0.113
CMCP_4,Unspecified,Platypharodon extremus,0.113
CMCP_4,Unspecified,Sikukia gudgeri,0.113
CMCP_4,Unspecified,Puntioplites waandersi,0.113
CMCP_4,Unspecified,Ptychidio macrops,0.113
CMCP_4,Unspecified,Semilabeo notabilis,0.113
CMCP_4,Unspecified,Schizothorax biddulphi,0.113
CMCP_4,Unspecified,Procypris mera,0.113
CMCP_4,Unspecified,Salmophasia boopis,0.112
CMCP_4,Unspecified,Ptychobarbus kaznakovi,0.112
CMCP_4,Unspecified,Puntius dorsalis,0.112
CMCP_4,Unspecified,Schizothorax waltoni,0.112
CMCP_4,Unspecified,Rasbora spilotaenia,0.112
CMCP_4,Unspecified,Rasbora aprotaenia,0.112
CMCP_4,Unspecified,Schizopygopsis malacanthus,0.112
CMCP_4,Unspecified,Puntius sachsii,0.112
CMCP_4,Unspecified,Puntius semifasciolatus,0.112
CMCP_4,Unspecified,Sinocyclocheilus qujingensis,0.112
CMCP_4,Unspecified,Richardsonius egregius,0.112
CMCP_4,Unspecified,Sinocyclocheilus lateristriatus,0.111
CMCP_4,Unspecified,Puntius paucimaculatus,0.111
CMCP_4,Unspecified,Rutulis alburnoides,0.111
CMCP_4,Unspecified,Rutilus alburnoides,0.111
CMCP_4,Unspecified,Romanogobio uranoscopus,0.111
CMCP_4,Unspecified,Rasbora beauforti,0.111
CMCP_4,Unspecified,Rasbora vaterifloris,0.111
CMCP_4,Unspecified,Semilabeo obscurus,0.111
CMCP_4,Unspecified,Pseudogobio esocinus,0.111
CMCP_4,Unspecified,Schizothorax macrophthalmus,0.11
CMCP_4,Unspecified,Schizothorax raraensis,0.11
CMCP_4,Unspecified,Schizothorax oconnori,0.11
CMCP_4,Unspecified,Sikukia flavicaudata,0.11
CMCP_4,Unspecified,Sinilabeo dero,0.11
CMCP_4,Unspecified,Puntius sarana,0.11
CMCP_4,Unspecified,Rutilus macrolepidotus,0.11
CMCP_4,Unspecified,Romanogobio macropterus,0.11
CMCP_4,Unspecified,Sinocyclocheilus microphthalmus,0.11
CMCP_4,Unspecified,Rasbora johannae,0.11
CMCP_4,Unspecified,Schizopygopsis kessleri,0.11
CMCP_4,Unspecified,Schizothorax nepalensis,0.11
CMCP_4,Unspecified,Schizothorax wangchiachii,0.11
CMCP_4,Unspecified,Pseudorasbora pugnax,0.11
CMCP_4,Unspecified,Puntius thermalis,0.109
CMCP_4,Unspecified,Ptychidio jordani,0.109
CMCP_4,Unspecified,Rasbora tubbi,0.109
CMCP_4,Unspecified,Rasbora vulgaris,0.109
CMCP_4,Unspecified,Puntius melanampyx,0.109
CMCP_4,Unspecified,Puntius gelius,0.109
CMCP_4,Unspecified,Scardinius acarnanicus,0.109
CMCP_4,Unspecified,Rasbora paviana,0.109
CMCP_4,Unspecified,Rasbora rubrodorsalis,0.108
CMCP_4,Unspecified,Rhodeus suigensis,0.108
CMCP_4,Unspecified,Rasbora ennealepis,0.108
CMCP_4,Unspecified,Rasbora chrysotaenia,0.108
CMCP_4,Unspecified,Schizothorax esocinus,0.108
CMCP_4,Unspecified,Schizothorax richardsonii,0.108
CMCP_4,Unspecified,Schizothorax labiatus,0.108
CMCP_4,Unspecified,Schizothorax progastus,0.108
CMCP_4,Unspecified,Pseudochondrostoma polylepis,0.108
CMCP_4,Unspecified,Pseudorasbora interrupta,0.108
CMCP_4,Unspecified,Schizopygopsis kialingensis,0.107
CMCP_4,Unspecified,Ptychidio longibarbus,0.107
CMCP_4,Unspecified,Puntius arulius,0.107
CMCP_4,Unspecified,Rhynchocypris oxycephalus,0.107
CMCP_4,Unspecified,Pseudogobio guilinensis,0.107
CMCP_4,Unspecified,Sinibrama melrosei,0.107
CMCP_4,Unspecified,Scaphognathops stejnegeri,0.106
CMCP_4,Unspecified,Rasbora dusonensis,0.106
CMCP_4,Unspecified,Pseudocrossocheilus papillolabrus,0.105
CMCP_4,Unspecified,Rasbora rasbora,0.105
CMCP_4,Unspecified,Pteronotropis signipinnis,0.105
CMCP_4,Unspecified,Rutilus arcasii,0.105
CMCP_4,Unspecified,Rasbora laticlavia,0.105
CMCP_4,Unspecified,Rasbora sumatrana,0.105
CMCP_4,Unspecified,Pseudocrossocheilus tridentis,0.105
CMCP_4,Unspecified,Procypris rabaudi,0.105
CMCP_4,Unspecified,Pseudorasbora pumila,0.105
CMCP_4,Unspecified,Pseudochondrostoma willkommii,0.104
CMCP_4,Unspecified,Sinocrossocheilus liuchengensis,0.104
CMCP_4,Unspecified,Rutilus lemmingii,0.103
CMCP_4,Unspecified,Rasbora tornieri,0.103
CMCP_4,Unspecified,Sinibrama macrops,0.103
CMCP_4,Unspecified,Sinibrama wui,0.103
CMCP_4,Unspecified,Pseudocrossocheilus bamaensis,0.102
CMCP_4,Unspecified,Sinocrossocheilus guizhouensis,0.102
CMCP_4,Unspecified,Pseudocrossocheilus longibullus,0.102
CMCP_4,Unspecified,Pseudocrossocheilus nigrovittatus,0.102
CMCP_4,Unspecified,Sinocrossocheilus bamaensis,0.102
CMCP_4,Unspecified,Prolabeops melanhypopterus,0.102
CMCP_4,Unspecified,Raiamas christyi,0.101
CMCP_4,Unspecified,Sinilabeo rendahli,0.101
CMCP_4,Unspecified,Rectoris posehensis,0.101
CMCP_4,Unspecified,Sinibrama taeniatus,0.101
CMCP_4,Unspecified,Placocheilus caudofasciatus,0.099
CMCP_4,Unspecified,Pseudobrama simoni,0.099
